Locations,Field,Soil fertility,Treatment,Period,Total Nitrogen (g kg-1),Soil organic carbon (g kg-1),pH (H20),Resin_Phosphorus (mg kg-1),Exchangeable_Potassium (mg kg-1),Sand (g kg-1),Silt (g kg-1),Clay (g kg-1)
Embu,20,Low,NTRM,Trial end,3.3196316473575656,32.27652025890507,5.49,97.66600128668179,0.4599216835136831,38.4,69.9,892.0
Mbeere,21,High,C,Trial end,0.5062378877606445,5.14777156006323,6.649,0.09158398742900216,0.024671045288206666,790.0,100.0,100.0
Mbeere,21,High,NTR,Trial end,0.5727598891766881,5.724597391875058,6.331,56.51490801628362,0.027043751815407517,790.0,100.0,100.0
Mbeere,21,High,CTM,Trial end,0.6709796290686183,6.88830947554914,6.708,47.125240955830286,0.01849690572280231,790.0,100.0,100.0
Mbeere,21,High,NTRM,Trial end,0.6293273780397618,6.313499162713918,6.381,40.18425082627246,0.25563961068978913,790.0,100.0,100.0
Mbeere,22,Low,C,Trial end,0.46737728605897805,4.270503709489582,6.832,0.1785584468312311,0.09135469571196667,830.0,90.0,82.0
Mbeere,22,Low,NTR,Trial end,0.4538598155726975,5.8800326746819,6.109,42.058138765643854,0.0910988002057707,830.0,90.0,82.0
Mbeere,22,Low,CTM,Trial end,0.5229063609245326,4.952802120863782,6.607,53.36620127246385,0.20957841957451176,830.0,90.0,82.0
Mbeere,22,Low,NTRM,Trial end,0.6471540282959594,6.273153135390382,6.852,76.3478704335948,0.33727590124336765,830.0,90.0,82.0
Mbeere,23,High,C,Trial end,0.4645177601425108,4.069634513168939,6.487,0.1957622469602434,0.11944344979282828,760.0,110.0,130.0
Mbeere,23,High,NTR,Trial end,0.5377930202605832,5.109341648613983,5.728,64.9424513783779,0.2829117985765866,760.0,110.0,130.0
Mbeere,23,High,CTM,Trial end,0.653165657488336,5.679595255155261,6.889,51.31227921845438,0.35843301483487683,760.0,110.0,130.0
Mbeere,23,High,NTRM,Trial end,0.78961045310534,7.120484994349945,6.818,84.71703908041447,0.5516304805158623,760.0,110.0,130.0
Mbeere,24,High,C,Trial end,0.44006855881572704,4.083656377444974,6.133,0.04572709160894623,0.11814449688153271,770.0,100.0,190.0
Mbeere,24,High,NTR,Trial end,0.5584707570404122,5.104987985579332,5.785,37.55494766620077,0.16948761130049175,770.0,100.0,190.0
Mbeere,24,High,CTM,Trial end,0.7245453712832968,4.867013654951461,6.353,70.95115433787127,0.22381252749755873,770.0,100.0,190.0
Mbeere,24,High,NTRM,Trial end,0.7642919660795512,6.343318557495744,6.439,49.14748757244381,0.36483551977389383,770.0,100.0,190.0
Mbeere,25,High,C,Trial end,0.5636307479163121,5.045296058363603,7.121,0.6702741006203204,0.0045828221182459255,806.0,107.0,87.30000000000001
Mbeere,25,High,NTR,Trial end,0.5872905172791704,5.161053204357811,8.378,32.13983820824906,0.1821800890806978,806.0,107.0,87.30000000000001
Mbeere,25,High,CTM,Trial end,0.3932220951010149,4.006722578288605,7.463,7.859613345867602,0.029865074189438907,806.0,107.0,87.30000000000001
Mbeere,25,High,NTRM,Trial end,0.7430272434951223,5.98001281994056,7.116,51.36348907795382,0.11950320139352505,806.0,107.0,87.30000000000001
Mbeere,26,High,C,Trial end,0.26215318672073057,1.9421805985450287,6.751,0.007981688270362141,0.004559999298931952,820.0,111.0,69.3
Mbeere,26,High,NTR,Trial end,0.535552577226922,4.7625108616595515,7.404,43.0734343213616,0.1044576214661641,820.0,111.0,69.3
Mbeere,26,High,CTM,Trial end,0.4690482265191611,4.07017670464123,6.932,21.770121837928894,0.2238604278986147,820.0,111.0,69.3
Mbeere,26,High,NTRM,Trial end,0.344340764820685,5.66938421184194,6.425,36.0385462579797,0.004575951320467445,820.0,111.0,69.3
Mbeere,27,High,C,Trial end,0.6385401660500102,3.6275863373821697,6.649,0.13970577946733737,0.03989973911709039,731.0,185.0,84.5
Mbeere,27,High,NTR,Trial end,0.6105687490596456,5.152663757022163,6.378,54.86277803585499,0.30676768628832035,731.0,185.0,84.5
Mbeere,27,High,CTM,Trial end,0.7476216236911376,6.365640907055933,6.946,22.759524619829634,0.3783468130889284,731.0,185.0,84.5
Mbeere,27,High,NTRM,Trial end,0.6811434689549657,5.891689120268181,6.89,62.83773481852567,0.25079252862778856,731.0,185.0,84.5
Mbeere,28,Low,C,Trial end,0.5139486178642992,4.14732708405546,6.524,0.013088246950601425,0.06891940197562825,700.0,233.0,67.0
Mbeere,28,Low,NTR,Trial end,0.4964327411643048,4.96248126020446,6.193,67.64180105364883,0.30451565237322226,700.0,233.0,67.0
Mbeere,28,Low,CTM,Trial end,0.5591916665558475,4.07333885600766,6.55,1.8371287580164264,0.3704924672749114,700.0,233.0,67.0
Mbeere,28,Low,NTRM,Trial end,0.5693471571522574,4.422258178441206,6.367,45.66441717029099,0.3865956088576171,700.0,233.0,67.0
Mbeere,33,High,C,Trial end,0.4918549403176498,4.90366582969699,6.837,1.2811663094923853,0.24951687995725047,740.0,114.0,146.0
Mbeere,33,High,NTR,Trial end,0.5415781114781671,5.296930765484604,8.121,5.471192835995319,0.39368519740334446,740.0,114.0,146.0
Mbeere,33,High,CTM,Trial end,0.5509774861788083,5.392777666206277,6.988,30.56504689867031,0.3529592306511842,740.0,114.0,146.0
Mbeere,33,High,NTRM,Trial end,0.5785233241139269,5.3901730379050905,7.243,62.90013574684596,0.45856861626487,740.0,114.0,146.0
Mbeere,34,Low,C,Trial end,0.38123125387284773,3.9193555945437537,7.464,0.02855534633703616,0.44115441286759194,640.0,162.0,198.0
Mbeere,34,Low,NTR,Trial end,0.5928985294554888,5.1167594921373905,6.069,69.21998264603153,0.7690912596534368,640.0,162.0,198.0
Mbeere,34,Low,CTM,Trial end,0.5522462851893047,4.86224958360813,7.222,14.255359359513266,0.37815782866680614,640.0,162.0,198.0
Mbeere,34,Low,NTRM,Trial end,0.575523324113927,5.290173037905095,7.164,58.01693458011331,0.6859568616264868,640.0,162.0,198.0
Mbeere,35,High,C,Trial end,0.5,3.9000000000000004,7.423,0.15050530015763267,0.004578239296127679,759.0,129.0,112.0
Mbeere,35,High,NTR,Trial end,0.7865866724807731,6.958905528991377,6.809,44.79766563522123,0.3046680626096453,759.0,129.0,112.0
Mbeere,35,High,CTM,Trial end,0.6471645234920725,5.915284616060692,7.222,20.378738628792437,0.19156990127372245,759.0,129.0,112.0
Mbeere,35,High,NTRM,Trial end,0.8520948744080188,7.404058770267307,7.367,56.19823158256614,0.25052694380212825,759.0,129.0,112.0
Mbeere,36,Low,C,Trial end,0.3206814428289225,2.885191000502725,7.037,0.07988496950240047,0.004578239296127679,776.0,123.0,101.0
Mbeere,36,Low,NTR,Trial end,0.4312206874467819,5.40995645604489,6.733,13.66898974879538,0.025551204639649064,776.0,123.0,101.0
Mbeere,36,Low,CTM,Trial end,0.48578487626701833,4.577591142529211,7.324,57.37730275818273,0.17289172943596953,776.0,123.0,101.0
Mbeere,36,Low,NTRM,Trial end,0.4595558195475671,5.04770463795033,7.343,49.349220120140004,0.3615628999391734,776.0,123.0,101.0
Mbeere,39,High,C,Trial end,0.9598635100665392,9.336869569604236,7.902,0.27660216880066985,0.81763854846877,688.0,152.0,160.0
Mbeere,39,High,NTR,Trial end,0.9761890234551035,18.725479300146198,7.044,31.04033379359506,0.7643628183350648,688.0,152.0,160.0
Mbeere,39,High,CTM,Trial end,0.9930161718086093,14.877553789879801,7.509,50.475610865170886,0.8917370419237522,688.0,152.0,160.0
Mbeere,39,High,NTRM,Trial end,0.9653016171808599,21.072547930014597,7.519,60.547176921362855,0.97737041923752,688.0,152.0,160.0
Mbeere,40,High,C,Trial end,0.8085271517926458,7.54986319028467,7.55,0.006324161038375385,0.810783160263952,607.0,137.0,256.0
Mbeere,40,High,NTR,Trial end,1.229471539296854,11.462227060070425,7.169,81.02617938241706,0.8926287789656759,607.0,137.0,256.0
Mbeere,40,High,CTM,Trial end,0.9566717615459652,8.855203863399524,7.374,39.052081462792444,1.1254281815008074,607.0,137.0,256.0
Mbeere,40,High,NTRM,Trial end,1.4966689367762362,13.929622485366126,7.827,40.738309460773124,1.4494773177123137,607.0,137.0,256.0
